,Tweet,handle,tweet_text,Polarity,Subjectivity
8047,@JetBlue I did.... Would be nice to see more services out of @triflight instead of having to drive 3-4 hrs to like charlotte or atlanta,@JetBlue, I did.... Would be nice to see more services out of  instead of having to drive 3-4 hrs to like charlotte or atlanta,0.55,0.75
8052,"chair #selfie ""@JetBlue: @StacyCrossB6 @PHLAirport @SaharaSams  Everyone looks #FLAWLESS ;) We're so PROUD of our PHL crew! #BlueHeros”",,"chair #selfie ""     Everyone looks #FLAWLESS ;) We're so PROUD of our PHL crew! #BlueHeros”",0.75,1.0
8065,@JetBlue what's a good address to send feedback over email?,@JetBlue, what's a good address to send feedback over email?,0.7,0.6000000000000001
8075,@JetBlue trivia contest to win flight. 1 question. RT and Follow &amp; I'll send you answer to enter. http://t.co/AucSYKFUHD via @WSJPlus,@JetBlue, trivia contest to win flight. 1 question. RT and Follow &amp; I'll send you answer to enter. http://t.co/AucSYKFUHD via ,0.8,0.4
8095,"That would be great! I never thought I'd be the sort who'd be into them, but it really makes the flying experience more bearable @JetBlue",,"That would be great! I never thought I'd be the sort who'd be into them, but it really makes the flying experience more bearable ",0.5666666666666667,0.48333333333333334
8103,@JetBlue Success! Good work JetBlue team,@JetBlue, Success! Good work JetBlue team,0.5375,0.30000000000000004
8105,@JetBlue great flight! Great view! :-) http://t.co/Yxn00pnOav,@JetBlue, great flight! Great view! :-) http://t.co/Yxn00pnOav,0.8333333333333334,0.8333333333333334
8106,@JetBlue beautiful ride. Thanks again:),@JetBlue, beautiful ride. Thanks again:),0.5166666666666667,0.7333333333333334
8107,@JetBlue perfect! Probably need some coffee to stay awake during the night ;),@JetBlue, perfect! Probably need some coffee to stay awake during the night ;),0.625,1.0
8181,@JetBlue Thank you guys! Brilliant customer service,@JetBlue, Thank you guys! Brilliant customer service,0.9,1.0
8184,"@JetBlue Great Thank you, lets hope so! Could you please notify me if flight 2302 leaves JFK? Thank you again",@JetBlue," Great Thank you, lets hope so! Could you please notify me if flight 2302 leaves JFK? Thank you again",1.0,0.75
8186,@JetBlue that is great. But once it gets to Buffalo will it be able to leave and get to JFK? Or there's issues still at Buffalo airport?,@JetBlue, that is great. But once it gets to Buffalo will it be able to leave and get to JFK? Or there's issues still at Buffalo airport?,0.65,0.6875
8196,@JetBlue my flight attendant Angel was awesome. #415 #kudos,@JetBlue, my flight attendant Angel was awesome. #415 #kudos,0.6,0.7
8206,@JetBlue in the sky on flight 833 from BOS to SFO. Awesome crew! Helene rocks!,@JetBlue, in the sky on flight 833 from BOS to SFO. Awesome crew! Helene rocks!,1.0,1.0
8218,@JetBlue yes! Always a treat to fly with you guys! 😊✈️,@JetBlue, yes! Always a treat to fly with you guys! 😊✈️,1.0,0.9
8233,"@JetBlue no, they're too busy being awesome and trying to get us out ASAP. I'll deal.",@JetBlue," no, they're too busy being awesome and trying to get us out ASAP. I'll deal.",0.55,0.65
8243,@JetBlue excellent. you guys are the best,@JetBlue, excellent. you guys are the best,1.0,0.65
8247,"@JetBlue Well, I fly into Huntsville, AL. But I'd take either Nashville or Birmingham too!",@JetBlue," Well, I fly into Huntsville, AL. But I'd take either Nashville or Birmingham too!",1.0,0.9
8264,"@JetBlue awesome, thanks!",@JetBlue," awesome, thanks!",0.625,0.6
8271,@JetBlue That'd be nice! Hoping to rack up enough miles to take a trip to Seattle and enjoy a perfect latte in the city of coffee.,@JetBlue, That'd be nice! Hoping to rack up enough miles to take a trip to Seattle and enjoy a perfect latte in the city of coffee.,0.5375,0.75
8275,@JetBlue you reimbursed everyone on the flight a portion of their ticket. I still love JetBlue! Best American airline!,@JetBlue, you reimbursed everyone on the flight a portion of their ticket. I still love JetBlue! Best American airline!,0.5416666666666666,0.3
8295,@JetBlue should I check in my awesome bag on my flight or carry it on... Decisions...,@JetBlue, should I check in my awesome bag on my flight or carry it on... Decisions...,1.0,1.0
8306,@JetBlue Landed at MCO before 9am and still don't have my bag. You were supposed to give it to Disney's Magical Express this AM.I am livid!,@JetBlue, Landed at MCO before 9am and still don't have my bag. You were supposed to give it to Disney's Magical Express this AM.I am livid!,0.625,1.0
8353,@JetBlue great flight and crew! Flight 51 from BOS to MCO,@JetBlue, great flight and crew! Flight 51 from BOS to MCO,1.0,0.75
8355,@JetBlue That's why I love JetBlue! #truebluemember4life,@JetBlue, That's why I love JetBlue! #truebluemember4life,0.625,0.6
8365,@JetBlue Cancelled Flightling tickets for 3 best friends going on vacation and never told us #jetblue #fixthis #ripoff @ZKatcher @bretharold,@JetBlue, Cancelled Flightling tickets for 3 best friends going on vacation and never told us #jetblue #fixthis #ripoff  ,1.0,0.3
8367,"@JetBlue For my Grandma Ella's 80th, she would love a birthday greeting from your flight crew! She was a stewardess for Eastern Airlines.",@JetBlue," For my Grandma Ella's 80th, she would love a birthday greeting from your flight crew! She was a stewardess for Eastern Airlines.",0.625,0.6
8369,@JetBlue please get service started at @triflight and offer good routes lile florida upstate ny vegas etc,@JetBlue, please get service started at  and offer good routes lile florida upstate ny vegas etc,0.7,0.6000000000000001
8373,@JetBlue is gettin fancy! #Mint #LieFlat Nice work on the menu @Saxonandparole #LobsterMac #BloodyMary #JetSetter http://t.co/zf5wjgtXzT,@JetBlue, is gettin fancy! #Mint #LieFlat Nice work on the menu  #LobsterMac #BloodyMary #JetSetter http://t.co/zf5wjgtXzT,0.6,1.0
8378,@JetBlue would have been good to know months ago that you Cancelled Flightled our flights leaving tomorrow #telleveryone #jetblue #NeverAgain,@JetBlue, would have been good to know months ago that you Cancelled Flightled our flights leaving tomorrow #telleveryone #jetblue #NeverAgain,0.7,0.6000000000000001
8392,@JetBlue thank you will do!! You guy are awesome!,@JetBlue, thank you will do!! You guy are awesome!,1.0,1.0
8396,@JetBlue okay awesome! Thank you!,@JetBlue, okay awesome! Thank you!,0.75,0.75
8399,@JetBlue I was so excited when I saw that you fly there! #ionlyflyblue,@JetBlue, I was so excited when I saw that you fly there! #ionlyflyblue,0.6875,0.825
8410,@JetBlue Thank you for the JetBlue Credit. Nice save :-),@JetBlue, Thank you for the JetBlue Credit. Nice save :-),0.55,1.0
8412,@JetBlue #Bluemanity @AirlineAdviser loves this. Have a great time flying this,@JetBlue, #Bluemanity  loves this. Have a great time flying this,0.8,0.75
8417,"@JetBlue yes, with about 20 minutes to spare.  FYI - your employees are amazing.  Keep up the good work!",@JetBlue," yes, with about 20 minutes to spare.  FYI - your employees are amazing.  Keep up the good work!",0.7375,0.75
8420,@JetBlue OH YEAH!!! great flight down to Mexico with a wonderful crew!! Thank you!!,@JetBlue, OH YEAH!!! great flight down to Mexico with a wonderful crew!! Thank you!!,0.5481481481481482,0.6796296296296296
8429,@JetBlue good morning sunshine! #TailfinThursday http://t.co/Nc0ES6e4Lf,@JetBlue, good morning sunshine! #TailfinThursday http://t.co/Nc0ES6e4Lf,0.875,0.6000000000000001
8440,@JetBlue Thank you so much!  I wasn't sure since in know the limit is 4 ozs. Excited to fly with JetBlue!,@JetBlue, Thank you so much!  I wasn't sure since in know the limit is 4 ozs. Excited to fly with JetBlue!,0.53125,0.6847222222222222
8448,@JetBlue Jua at JFK 'Just Ask' desk was incredibly helpful! Thanks!,@JetBlue, Jua at JFK 'Just Ask' desk was incredibly helpful! Thanks!,0.625,0.55
8449,"@JetBlue 2 hour delay while sitting on the plane and you still wanna charge me for beer? Nah, I'm good.",@JetBlue," 2 hour delay while sitting on the plane and you still wanna charge me for beer? Nah, I'm good.",0.7,0.6000000000000001
8453,@JetBlue #ClosePWCS please just tweet this🙏🙏❤️ I fly jetblue every time btw😏,@JetBlue, #ClosePWCS please just tweet this🙏🙏❤️ I fly jetblue every time btw😏,0.8,0.9
8466,@JetBlue Amazingly Awesome customer service from your reservation agents tonight. Helping correct a mistake. I so love this airline. :),@JetBlue, Amazingly Awesome customer service from your reservation agents tonight. Helping correct a mistake. I so love this airline. :),0.6666666666666666,0.8666666666666667
8474,@JetBlue sure thing!,@JetBlue, sure thing!,0.625,0.8888888888888888
8478,@Jetblue Delay = Perfect time to learn Swift programming with @TeamTreehouse,@Jetblue, Delay = Perfect time to learn Swift programming with ,1.0,1.0
8480,@JetBlue the best airline in the world,@JetBlue, the best airline in the world,1.0,0.3
8486,"@JetBlue Why doesn't your ""Best Fare Finder"" work?",@JetBlue," Why doesn't your ""Best Fare Finder"" work?",1.0,0.3
8497,@JetBlue any good deals for March?! Looking to fly to Orlando!,@JetBlue, any good deals for March?! Looking to fly to Orlando!,0.9375,0.75
8501,@JetBlue I don't think I'll be testing those waters out on my own dime again.,@JetBlue, I don't think I'll be testing those waters out on my own dime again.,0.6,1.0
8543,@JetBlue glad u happy I have my bag but as a traveler I entrusted u w/ my property &amp; u return it damaged &amp; that's the best answer u have?,@JetBlue, glad u happy I have my bag but as a traveler I entrusted u w/ my property &amp; u return it damaged &amp; that's the best answer u have?,0.7666666666666666,0.7666666666666666
8546,@JetBlue Hawaii! Get me somewhere warm &amp; I can find some good to do. #FlyItForward,@JetBlue, Hawaii! Get me somewhere warm &amp; I can find some good to do. #FlyItForward,0.6499999999999999,0.6000000000000001
8549,@JetBlue What a great idea! #cometoAustin,@JetBlue, What a great idea! #cometoAustin,1.0,0.75
8550,@JetBlue I would go to Las Vegas. It is gorgeous and I go there every year and I fly with you guys Vegas is gorgeous &amp; so much to do there.🌴,@JetBlue, I would go to Las Vegas. It is gorgeous and I go there every year and I fly with you guys Vegas is gorgeous &amp; so much to do there.🌴,0.6000000000000001,0.7250000000000001
8551,"@JetBlue I like Marie Harf go to Iraiq find ISIS and spread good, and offer resume service to ISIS in order to find jobs @marieharf",@JetBlue," I like Marie Harf go to Iraiq find ISIS and spread good, and offer resume service to ISIS in order to find jobs ",0.7,0.6000000000000001
8552,"@JetBlue #FlyingItForward I'd fly to Port au Prince, Haiti to help with the on-going earthquake relief efforts. Still lots to do there!",@JetBlue," #FlyingItForward I'd fly to Port au Prince, Haiti to help with the on-going earthquake relief efforts. Still lots to do there!",1.0,0.9
8576,@JetBlue this feels nice - what we've got going on here. Let's just swap me out with the fool in 5a and we can make it all better.,@JetBlue, this feels nice - what we've got going on here. Let's just swap me out with the fool in 5a and we can make it all better.,0.55,0.75
8579,"@JetBlue incidentally, Sheila at JFK deserves a raise because she's awesome.",@JetBlue," incidentally, Sheila at JFK deserves a raise because she's awesome.",1.0,1.0
8581,@JetBlue i deleted that tweet because one of your wonderful employees swooped in to help--faith restored. You are one of the good ones. 👍,@JetBlue, i deleted that tweet because one of your wonderful employees swooped in to help--faith restored. You are one of the good ones. 👍,0.85,0.8
8609,"@JetBlue also. Emergency exit seats. 6'2"" and that's a huge win.",@JetBlue," also. Emergency exit seats. 6'2"" and that's a huge win.",0.6000000000000001,0.65
8613,"@JetBlue hey, so, Dre at Seatac check in needs a raise, stat. Dude gave me amazing customer service and made me feel valued. 👍",@JetBlue," hey, so, Dre at Seatac check in needs a raise, stat. Dude gave me amazing customer service and made me feel valued. 👍",0.6000000000000001,0.9
8626,@JetBlue you're welcome 👍👍👍 http://t.co/67k4N9eQ6E,@JetBlue, you're welcome 👍👍👍 http://t.co/67k4N9eQ6E,0.8,0.9
8628,@JetBlue is the greatest airline ever 💕✈️💺 #TrueBluePoints #jetbluemember,@JetBlue, is the greatest airline ever 💕✈️💺 #TrueBluePoints #jetbluemember,1.0,1.0
8629,@JetBlue 's free wifi on board is the best thing that's happened since sliced bread,@JetBlue, 's free wifi on board is the best thing that's happened since sliced bread,0.7,0.55
8636,@JetBlue its a wonderful thing!,@JetBlue, its a wonderful thing!,1.0,1.0
8643,@JetBlue @Cayman_Islands  I know that bar :)  Wish I was there now!,@JetBlue,   I know that bar :)  Wish I was there now!,0.625,1.0
8660,"@JetBlue Great flight, as always! Thank you to the great crew on flight 475! #travel #jetblue",@JetBlue," Great flight, as always! Thank you to the great crew on flight 475! #travel #jetblue",1.0,0.75
8663,@JetBlue you're killing me now. :-) You got me! #smitten #trueblue,@JetBlue, you're killing me now. :-) You got me! #smitten #trueblue,0.625,1.0
8665,.@JetBlue 4 min response time. I'm impressed! I'm in. It's official.  :-) #trueblue  JetBlue gets social.,,. 4 min response time. I'm impressed! I'm in. It's official.  :-) #trueblue  JetBlue gets social.,0.5111111111111112,0.688888888888889
8668,@JetBlue thank you for incredible customer svc from gate to flight. Mint experience is magic.,@JetBlue, thank you for incredible customer svc from gate to flight. Mint experience is magic.,0.7,0.95
8676,"@JetBlue planning on it!  Btw, excellent service and crew from DCA through SJU into SXM!!!!!",@JetBlue," planning on it!  Btw, excellent service and crew from DCA through SJU into SXM!!!!!",1.0,1.0
8678,@JetBlue hotspot free WiFi makes me happy. #jfk #itsthelittlethings,@JetBlue, hotspot free WiFi makes me happy. #jfk #itsthelittlethings,0.6000000000000001,0.9
